"FSC.A","Timer.Blue","Timer.Red"
76521.898438,251.48999,3.466112
75575.5,-50.629997,-79.404205
78367.101562,68.059998,-111.736176
76584.898438,1502.299927,45.475487
71533,105.409996,-37.794762
69640.195312,804.269958,-92.959938
64367.097656,97.939995,-66.312767
72300.898438,305.440002,-14.328428
65555,733.719971,-38.93391
68540.5,196.709991,-82.113441
70858.898438,53.950001,-12.511695
77746.195312,717.119995,21.481609
65847.601562,188.410004,10.214701
75186.296875,808.419983,1.509595
72978.5,311.25,-112.639465
80781.398438,432.429993,-82.238045
59567.898438,87.150002,8.760989
70287.695312,685.579956,-175.081711
66599.398438,-3.32,-104.350471
68309.5,113.709999,-21.186895
65212.699219,502.97998,61.310535
69286.695312,201.690002,44.784012
75904.5,483.889984,-84.514023
65700.601562,168.48999,14.277064
73941,30.709999,-85.981407
65711.796875,116.199997,1.052008
69785.101562,747,-23.124601
70914.195312,488.039978,-32.13448
70369.601562,-29.879999,0.474005
66278.101562,107.900002,0.99052
64395.097656,-29.049999,35.285263
71656.195312,86.32,-57.767693
75524.398438,113.709999,-13.716683
71640.101562,40.669998,-30.175219
70597.101562,98.769997,-6.285291
54951.398438,-72.209999,-121.849678
65333.800781,119.519997,138.788773
61420.097656,-120.349998,73.893822
72210.601562,586.809998,-5.210212
73831.796875,4.98,-52.078537
76069.695312,261.449982,-40.7094
77952.695312,100.43,-77.164719
74533.195312,68.059998,-59.765316
76359.5,-67.229996,-26.077251
77659.398438,-22.41,20.618551
57361.5,477.25,222.016663
72879.101562,114.540001,-10.817339
60022.199219,336.97998,123.093506
70280.695312,269.75,27.425253
79821.695312,342.789978,40.207981
75691.695312,295.47998,-38.437847
75744.898438,86.32,82.208885
68873.695312,198.369995,58.707676
61659.5,169.319992,24.749208
75726,1166.150024,-14.49659
68880.695312,-67.229996,-47.71133
69409.898438,64.739998,22.341627
67355.398438,405.869995,-39.001152
71998.5,653.209961,-16.954683
80434.195312,531.200012,191.096634
82340.296875,664,-75.357254
75683.296875,688.899963,-11.972764
69288.101562,236.549988,19.646935
65026.5,354.410004,-22.511335
75776.398438,219.949997,42.67823
63776.300781,415,80.966537
77242.898438,1446.689941,-17.311117
60896.5,9.96,-35.515102
75019.695312,14.94,-30.844913
64284.5,165.169998,9.713124
73129,43.16,49.351337
74799.195312,532.029968,-86.03392
70970.195312,583.48999,57.72451
73834.601562,784.349976,11.607665
72221.796875,160.190002,-27.287689
66260.601562,55.610001,-68.35614
66393.601562,669.809998,9.94143
69412,43.16,27.173183
72835,1039.160034,-13.394815
61973.097656,328.679993,-63.85107
75175.796875,971.929993,10.358887
74403,47.309998,-98.468063
72266.601562,39.84,1.24664
68469.101562,97.110001,-10.046234
70572.601562,1191.049927,50.215279
75691,229.909988,12.554477
79150.398438,208.330002,-12.566006
74985.398438,80.510002,-28.226215
71417.5,42.329998,61.991383
68228.296875,43.989998,-13.320204
76706.695312,543.649963,-49.563961
70743.398438,469.779999,122.413742
74271.398438,60.59,-72.570755
69783.695312,205.839996,47.444038
74189.5,175.12999,81.432373
66202.5,580.169983,63.946457
71703.796875,95.449997,6.373024
71633.796875,365.199982,-10.167463
84391.296875,805.099976,67.96064
46928,114.540001,4.419868
69287.398438,116.199997,-72.845123
78153.601562,64.739998,34.871033
75224.796875,371.839996,99.327522
69051.5,133.630005,37.797405
75357.101562,147.73999,15.472479
68266.101562,139.440002,14.242233
71960.695312,820.869995,101.081085
75382.296875,91.299995,-74.14386
69720.695312,984.380005,-15.635148
68682.601562,472.269989,50.69511
73425.796875,923.789978,-66.919151
71578.5,239.869995,35.41901
74957.398438,314.570007,-35.233273
71192.796875,87.150002,-51.09988
69050.101562,171.809998,-49.074989
71354.5,222.440002,2.572563
75841.5,1.66,55.246201
82530.695312,304.609985,136.013168
75347.296875,290.5,-69.627579
80087.695312,78.849998,-64.117775
75674.898438,351.089996,-57.395386
66982.296875,136.949997,-27.845203
74517.101562,463.139984,-2.588538
68019.695312,322.040009,-40.588123
67599,249,10.504819
71786.398438,-107.900002,-129.586899
77666.398438,160.190002,60.963364
75012,447.369995,187.101334
48527.5,95.449997,-15.180264
71528.796875,198.369995,1.485975
55930.699219,146.080002,-54.24593
77171.5,1013.429993,-26.63607
68280.796875,263.109985,-67.874123
65302.300781,63.079998,-5.602571
68592.296875,449.029999,-147.656921
71274,247.339996,-13.720097
76286.695312,39.009998,-26.929344
74531.796875,145.25,-30.23876
68966.101562,110.389999,-85.397629
72991.796875,18.26,-134.051071
69629,782.690002,4.977889
65265.898438,-48.969997,-31.159286
69646.5,515.429993,-46.5863
73077.898438,74.699997,-2.20521
71261.398438,39.009998,14.51297
66117.101562,36.52,131.254425
78194.195312,1300.609985,29.54184
68372.5,57.27,29.504576
67714.5,322.869995,-62.501514
67301.5,-77.189995,40.815956
63885.5,115.369995,-82.265068
74165,91.299995,6.262377
73690.398438,345.279999,-43.257835
65520.699219,7.47,6.133337
68138.695312,106.239998,28.042681
68927.601562,1285.669922,115.076263
71627.5,140.270004,80.943558
73493.695312,137.779999,-24.279022
72345.695312,244.849991,-11.639231
73181.5,50.629997,72.349022
67177.601562,384.289978,-37.457039
60152.398438,405.039978,17.168268
63382.199219,979.399963,-4.381662
71567.296875,517.089966,-52.111088
148153.59375,248.169998,-2.23126
72199.398438,-15.77,12.09518
70639.796875,-24.07,-110.588623
73689,424.130005,-36.094742
73798.898438,366.029999,94.233681
75955.601562,76.360001,-65.03643
68045.601562,67.229996,-55.067116
69906.195312,1234.209961,163.301346
71318.796875,14.94,-30.443563
57316.699219,149.399994,45.063904
75419.398438,36.52,-92.613548
60417,156.869995,-60.724831
71666,773.559998,-66.282661
71822.796875,932.919983,37.79678
66712.101562,44.82,-49.470207
65175.597656,26.559999,35.134197
68574.796875,325.359985,-5.50641
59060.398438,102.089996,-131.147369
70322.695312,61.419998,3.913769
64003.097656,395.910004,-21.150574
73519.601562,143.589996,6.537195
62671,215.800003,-103.802414
69801.195312,443.220001,-190.802917
76119.398438,160.190002,14.453745
111745.898438,166.830002,-37.451733
70718.898438,254.809998,52.498238
68905.195312,177.619995,-35.188339
61087.597656,169.319992,-6.243673
75704.296875,20.75,59.212101
76266.398438,136.949997,-93.335037
67214.695312,196.709991,14.810495
70828.101562,883.119995,70.241737
70379.398438,349.429993,39.442902
72293.898438,456.5,-68.510124
73950.101562,173.470001,-19.661724
78323.695312,104.579994,-209.193756
73395.695312,192.559998,56.634106
68214.296875,272.23999,-2.213111
70150.5,209.159988,-36.53619
77007,199.199997,-17.952425
67907,0,-13.105368
77034.296875,181.769989,77.736366
73799.601562,87.150002,-74.425072
76899.195312,17.43,-85.607582
71943.195312,-67.229996,-48.38784
72431.101562,64.739998,-154.307724
77135.796875,146.080002,-100.328751
75753.296875,-11.62,-63.42168
73803.796875,5.81,-15.126804
52918.597656,110.389999,-25.739033
72755.195312,986.869995,39.618828
82251.398438,443.220001,-30.121292
73105.898438,45.649998,-141.998016
76637.398438,-38.18,-121.78051
67708.898438,157.699997,145.420883
63870.097656,504.639984,3.632387
66850.695312,116.199997,-119.830307
64525.300781,160.190002,0.101943
72328.898438,327.019989,-69.356995
65607.5,290.5,154.750015
71267.695312,26.559999,29.596655
72994.601562,166,-9.60122
76242.601562,122.009995,38.635033
74851.695312,459.819977,52.638851
69196.398438,65.57,34.228127
73208.101562,76.360001,-68.312134
58506.699219,66.400002,53.22348
69343.398438,435.75,66.722946
65546.601562,127.82,-2.989688
66924.195312,151.059998,23.519638
64540,289.669983,-24.185982
76666.796875,255.639999,-15.813347
72463.296875,259.790009,34.10046
63216.300781,0.83,-59.704582
72454.195312,122.839996,-43.826977
64869,-28.219999,-61.152081
58644.597656,100.43,37.102745
61462.097656,92.959999,-89.616379
67090.796875,105.409996,-42.687435
71379,75.529999,-18.771187
67824.398438,219.119995,-59.094601
70314.296875,306.269989,-43.509552
71400,9.96,13.387959
74920.296875,77.189995,9.513176
73896.898438,107.07,-114.308395
74126.5,-102.089996,-85.915466
62204.097656,290.5,-4.128393
73551.101562,1227.569946,62.174137
66940.296875,229.909988,-9.327559
68114.195312,56.439999,-5.104577
70231,78.019997,-60.989857
71036.695312,246.509995,28.584515
70809.898438,180.940002,-17.815258
124083.398438,214.139999,16.884539
74169.195312,295.47998,-15.938077
79641.796875,357.72998,10.147319
60758.597656,103.75,-3.3345
70919.101562,42.329998,-112.418846
52828.300781,5.81,-9.636287
78695.398438,1.66,41.413643
66916.5,541.159973,10.419507
58177.699219,536.179993,-83.762665
69930.695312,42.329998,-38.290112
71290.796875,79.68,-33.190865
77347.898438,445.709991,6.814181
75401.898438,53.950001,24.42351
75089.695312,198.369995,60.008629
68083.398438,75.529999,91.056847
72889.601562,-0.83,51.056995
73210.898438,209.159988,79.432793
69001.796875,198.369995,-46.65871
75254.195312,-45.649998,-63.096169
86943.5,302.119995,11.180329
71744.398438,772.72998,14.120635
68847.796875,170.149994,79.361351
73528.695312,28.219999,-55.530918
69458.898438,497.169983,-49.687225
70948.5,165.169998,-6.896176
75719.695312,981.059998,-37.789032
69636.695312,141.929993,-24.329742
76155.101562,483.059998,28.360018
50002.398438,229.080002,82.5812
71570.101562,-89.639999,-31.394836
71031.796875,84.659996,51.479023
65159.5,428.279999,-93.645493
71223.601562,87.979996,105.303795
74284.695312,289.669983,-54.492821
76293.695312,133.630005,-64.756035
69809.601562,28.219999,35.76305
63219.097656,122.009995,40.920029
68885.601562,205.009995,-43.169857
74746.695312,1946.349976,93.59156
62979,413.339996,-177.898895
69622.695312,74.699997,-41.807484
70212.796875,97.110001,-121.565155
67769.796875,-79.68,-47.527725
69287.398438,321.209991,-35.058411
69542.898438,44.82,-15.765898
130151.695312,527.049988,42.250534
67958.796875,11.62,-105.315353
73459.398438,156.039993,-49.556164
66726.101562,1132.119995,25.864077
73371.898438,73.869995,-87.233871
74562.601562,118.689995,-55.290169
69975.5,797.630005,103.768494
77314.296875,641.589966,-37.61694
77831.601562,88.809998,33.14336
78121.398438,312.910004,-25.369867
74127.195312,105.409996,23.111914
55552.699219,41.5,-29.270464
71227.101562,82.169998,-56.429996
75859.695312,437.410004,32.922588
65130.097656,492.190002,3.444972
76108.898438,61.419998,24.249905
83077.398438,60.59,0.471054
69214.601562,82.169998,-58.399506
71115.101562,229.080002,67.476791
116498.195312,175.959991,-23.734001
78176,933.75,57.25169
44111.199219,-28.219999,-56.321041
77782.601562,-7.47,-114.723228
68321.398438,2.49,-33.184887
68335.398438,658.190002,14.803892
73213.695312,81.339996,19.177519
