"FSC.A","Timer.Blue","Timer.Red"
151907.703125,280.540009,174.013321
134164.09375,918.809998,454.264374
126623.695312,496.339996,-312.452728
108351.601562,1367.01001,2003.2854
136488.09375,90.470001,7.093466
124529.296875,205.009995,608.125122
102463.898438,258.959991,208.203445
112541.796875,1174.449951,1764.391968
103051.195312,1217.609985,2663.106201
184974.296875,652.380005,832.865417
212489.890625,809.25,645.579163
159754,785.179993,2285.205566
129959.898438,-126.989998,73.345047
119275.101562,797.630005,1774.595581
94969.695312,479.73999,-7.418907
142168.59375,888.099976,400.560516
117429.898438,410.850006,806.51886
142961,854.899963,1271.06897
112431.898438,142.759995,332.736542
104862.796875,106.239998,431.106262
120761.195312,1127.969971,1327.77063
137082.390625,448.199982,100.237679
141736,787.669983,538.775696
129757.601562,236.549988,2041.701294
114122.398438,24.07,509.760925
140408.09375,595.109985,43.8288
254871.390625,1162.829956,2158.593018
152795.296875,1142.079956,793.06958
110358.5,536.179993,662.504211
89688.898438,-105.409996,66.358276
95672.5,92.129997,-80.510384
151635.390625,632.459961,815.53894
128779,456.5,638.975525
174104.703125,590.130005,1398.155029
94817.796875,1006.789978,1714.425415
178910.890625,781.029968,-81.730156
120563.796875,602.580017,520.122253
118782.296875,128.649994,353.826233
84616,922.130005,795.74054
138733.703125,981.889954,1710.182495
125812.398438,716.289978,745.786865
128241.398438,355.23999,566.074768
145412.390625,737.039978,2891.519043
140689.5,116.199997,374.35437
155934.09375,1455.819946,1218.960083
178576.296875,1993.659912,2522.744141
138931.09375,937.070007,594.447388
108336.195312,405.039978,-145.182632
204999.890625,2034.329956,2695.525391
122087.695312,300.459991,90.372055
133773.5,1328,1430.584473
185461.5,2214.439941,2430.956787
114218.296875,331.169983,123.18457
116451.296875,532.859985,980.45636
195895.703125,615.029968,1326.433716
175910,924.619995,1798.812134
148017.796875,329.509979,362.252411
172659.890625,277.220001,626.060303
157380.296875,715.459961,1067.258545
123904.195312,580.169983,253.763397
210580.296875,1344.599976,4575.182617
128068.5,162.679993,379.850708
157502.09375,648.22998,752.20874
177328.890625,644.909973,485.738892
191787.390625,564.399963,1975.110596
164999.09375,739.529968,1543.342407
131712,639.929993,707.54657
165105.5,463.139984,616.652893
181568.09375,520.409973,889.505493
99607.898438,232.399994,198.474091
144874.09375,32.369999,86.124176
134581.296875,292.160004,371.987488
108124.101562,-63.91,236.578354
113719.898438,470.609985,508.148682
228396.703125,704.669983,323.631897
153435.09375,174.300003,222.083588
120695.398438,-4.98,134.857712
123089.398438,273.899994,356.476379
161138.59375,533.690002,258.4133
113227.796875,453.179993,59.56958
106567.296875,156.869995,282.549927
136689,240.699997,210.358231
108486,734.549988,634.979248
224679.703125,781.029968,436.412567
176327.890625,2616.159912,2318.818359
128450,508.789978,1383.131714
132094.203125,730.399963,1727.840576
159724.59375,712.969971,756.669739
180866,1563.719971,2021.759766
114037,389.269989,1175.615234
127485.398438,212.479996,255.564911
180060.296875,1058.25,1547.512451
123705.398438,398.399994,691.187988
95629.796875,337.809998,163.606003
117533.5,353.579987,55.414207
149818.890625,615.029968,552.605835
181789.296875,336.149994,1373.550537
